douyu(ljk播放器),#genre#
NewTV潮妈辣婆[1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225708/index.m3u8
NewTV爱情喜剧[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225533/index.m3u8
NewTV精品大剧[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225536/index.m3u8
NewTV精品大剧[1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225714/index.m3u8
NewTV金牌综艺[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225525/index.m3u8
NewTV金牌综艺[1920*1080],http://39.134.67.226/PLTV/88888888/224/3221225525/index.m3u8
NewTV金牌综艺[1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225711/index.m3u8
NewTV金牌综艺[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225711/index.m3u8
NewTV精品纪录[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225545/index.m3u8
NewTV精品纪录[1920*1080],http://39.134.67.226/PLTV/88888888/224/3221225545/index.m3u8
NewTV精品纪录[1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225710/index.m3u8
NewTV精品体育[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225526/index.m3u8
NewTV精品体育[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225709/index.m3u8
NewTV精品体育[1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225709/index.m3u8
NewTV超级体育[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225635/index.m3u8
NewTV超级体育[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225622/index.m3u8
NewTV超级体育[1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225648/index.m3u8
NewTV超级体育[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225622/index.m3u8
NewTV超级体育[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225648/index.m3u8
NewTV超级体育[1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225767/index.m3u8
NewTV农业致富[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225552/index.m3u8
NewTV农业致富[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225670/index.m3u8
NewTV农业致富[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225670/index.m3u8
NewTV农业致富[1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225670/index.m3u8
NewTV武博世界[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225547/index.m3u8
NewTV炫舞未来[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225646/index.m3u8
NewTV炫舞未来[1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225707/index.m3u8
NewTV炫舞未来[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225707/index.m3u8
NewTV中国功夫[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225604/index.m3u8
NewTV明星大片[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225550/index.m3u8
NewTV明星大片[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225716/index.m3u8
NewTV明星大片[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225716/index.m3u8
黑莓电竞[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225559/index.m3u8
黑莓电竞[1920*1080],http://39.134.65.179/PLTV/88888888/224/3221225559/index.m3u8
黑莓电竞[1920*1080],http://39.134.65.166/PLTV/88888888/224/3221225559/index.m3u8
黑莓电竞[1920*1080],http://39.134.65.173/PLTV/88888888/224/3221225559/index.m3u8
黑莓电竞[1920*1080],http://39.134.65.175/PLTV/88888888/224/3221225559/index.m3u8
黑莓电竞[1920*1080],http://39.134.65.162/PLTV/88888888/224/3221225559/index.m3u8
黑莓电竞[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225653/index.m3u8
黑莓电竞[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225749/index.m3u8
黑莓电竞[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225750/index.m3u8
黑莓电竞[1920*1080],http://111.40.196.9/PLTV/88888888/224/3221225606/index.m3u8
黑莓动画[1920*1080],http://39.134.65.179/PLTV/88888888/224/3221225529/index.m3u8
黑莓动画[1920*1080],http://39.134.65.166/PLTV/88888888/224/3221225529/index.m3u8
黑莓动画[1920*1080],http://39.134.65.173/PLTV/88888888/224/3221225529/index.m3u8
黑莓动画[1920*1080],http://39.134.65.175/PLTV/88888888/224/3221225529/index.m3u8
黑莓动画[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225672/index.m3u8
黑莓动画[1920*1080],http://111.40.196.9/PLTV/88888888/224/3221225628/index.m3u8
黑莓动画[1920*1080],http://183.207.249.15/PLTV/3/224/3221225555/index.m3u8
黑莓电影[1920*1080],http://39.134.65.179/PLTV/88888888/224/3221225681/index.m3u8
黑莓电影[1920*1080],http://39.134.65.164/PLTV/88888888/224/3221225681/index.m3u8
黑莓电影[1920*1080],http://39.134.65.175/PLTV/88888888/224/3221225681/index.m3u8
黑莓电影[1920*1080],http://39.134.65.162/PLTV/88888888/224/3221225681/index.m3u8
黑莓电影[1920*1080],http://39.134.65.173/PLTV/88888888/224/3221225681/index.m3u8
黑莓电影[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225718/index.m3u8
黑莓电影[1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225718/index.m3u8
黑莓电影[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225764/index.m3u8
黑莓电影[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225769/index.m3u8
黑莓电影[1920*1080],http://183.207.249.14/PLTV/3/224/3221225567/index.m3u8
超级电影[1920*1080],http://39.134.65.208/PLTV/88888888/224/3221225644/index.m3u8
超级电影[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225644/index.m3u8
超级电影[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225623/index.m3u8
超级电影[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225766/index.m3u8
超级电影[1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225623/index.m3u8
超级电影[1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225766/index.m3u8
超级电影[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225623/index.m3u8
超级电影[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225623/index.m3u8
超级电影[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225766/index.m3u8
超级综艺[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225642/index.m3u8
超级综艺[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225620/index.m3u8
超级综艺[1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225620/index.m3u8
超级综艺[1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225768/index.m3u8
超级综艺[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225620/index.m3u8
超级综艺[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225768/index.m3u8
超级电视剧[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225637/index.m3u8
超级电视剧[1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225765/index.m3u8
超级电视剧[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225625/index.m3u8
超级电视剧[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225625/index.m3u8
北京纪实[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225676/index.m3u8
北京纪实[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225676/index.m3u8
NewTV武搏世界[1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225656/index.m3u8
NewTV武搏世界[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225656/index.m3u8
新华中文[1280*720],http://39.135.138.59:18890/PLTV/88888910/224/3221225694/index.m3u8
新华中文[1280*720],http://39.135.138.58:18890/PLTV/88888888/224/3221225694/index.m3u8
新华英文[1280*720],http://39.135.138.59:18890/PLTV/88888910/224/3221225693/index.m3u8
新华英文[1280*720],http://39.135.138.58:18890/PLTV/88888888/224/3221225693/index.m3u8
CHC家庭影院[1920*1080],http://117.148.179.151/PLTV/88888888/224/3221231799/index.m3u8
上视外语频道[1920*1080],http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/wypdhd/4000000/mnf.m3u8
上视外语频道[1920*1080],http://183.207.255.188/live/program/live/wypdhd/4000000/mnf.m3u8
东方影视[1920*1080],http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/dsjpdhd/4000000/mnf.m3u8
东方影视[1920*1080],http://183.207.255.188/live/program/live/dsjpdhd/4000000/mnf.m3u8
东方影视[1920*1080],http://117.148.179.166/PLTV/88888888/224/3221231639/index.m3u8
五星体育频道[1920*1080],http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/ssty/4000000/mnf.m3u8
第一财经[1920*1080],http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/dycjhd/4000000/mnf.m3u8
第一财经[1920*1080],http://183.207.255.188/live/program/live/dycjhd/4000000/mnf.m3u8
上视新闻频道[1920*1080],http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/xwzhhd/4000000/mnf.m3u8
上海纪实[1920*1080],http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/jspdhd/4000000/mnf.m3u8
上海纪实[1920*1080],http://183.207.255.188/live/program/live/jspdhd/4000000/mnf.m3u8
哈哈炫动[1920*1080],http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/hhxdhd/4000000/mnf.m3u8
上海都市频道[1920*1080],http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/ylpdhd/4000000/mnf.m3u8
上海都市频道[1920*1080],http://183.207.255.188/live/program/live/ylpdhd/4000000/mnf.m3u8
上海都市频道[1920*1080],http://117.148.179.165/PLTV/88888888/224/3221231618/index.m3u8
新视觉[1920*1080],http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/xsjhd/4000000/mnf.m3u8
动漫秀场[1920*1080],http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/dmxchd/4000000/mnf.m3u8
动漫秀场[1920*1080],http://183.207.255.188/live/program/live/dmxchd/4000000/mnf.m3u8
游戏风云[1920*1080],http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/yxfyhd/4000000/mnf.m3u8
游戏风云[1920*1080],http://shbu.live.bestvcdn.com.cn:8080/live/program/live/yxfyhd/4000000/mnf.m3u8
游戏风云[1920*1080],http://183.207.255.188/live/program/live/yxfyhd/4000000/mnf.m3u8
劲爆体育[1920*1080],http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/jbtyhd/4000000/mnf.m3u8
魅力足球[1920*1080],http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/mlyyhd/4000000/mnf.m3u8
欢笑剧场[1920*1080],http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/hxjchd/4000000/mnf.m3u8
欢笑剧场[1920*1080],http://183.207.255.188/live/program/live/hxjchd/4000000/mnf.m3u8
MAX极速汽车[1920*1080],http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/jsqchd/4000000/mnf.m3u8
生活时尚[1920*1080],http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/shsshd/4000000/mnf.m3u8
生活时尚[1920*1080],http://183.207.255.188/live/program/live/shsshd/4000000/mnf.m3u8
全纪实[1920*1080],http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/qjshd/4000000/mnf.m3u8
全纪实[1920*1080],http://183.207.255.188/live/program/live/qjshd/4000000/mnf.m3u8
都市剧场[1920*1080],http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/dsjchd/4000000/mnf.m3u8
幸福彩[1920*1080],http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/xfchd/4000000/mnf.m3u8
幸福彩[1920*1080],http://117.148.179.156/PLTV/88888888/224/3221231730/index.m3u8
四海钓鱼[1280*720],http://117.148.179.159/PLTV/88888888/224/3221231718/index.m3u8
环球旅游[1280*720],http://117.148.179.154/PLTV/88888888/224/3221231712/index.m3u8
清华大学[1920*1080],https://live.cic.tsinghua.edu.cn/hls/tsinghuatv.m3u8
五星体育频道[1280*720],http://111.40.196.25/PLTV/88888888/224/3221225503/index.m3u8
广东,#genre#
广东,http://39.135.32.24:6610/000000001000/1000000001000028357/1.m3u8xtkgzguangd
南方卫视,http://39.135.32.24:6610/000000001000/1000000002000011619/1.m3u8xtkgzguangd
广东珠江,http://39.135.32.24:6610/000000001000/1000000004000011655/1.m3u8xtkgzguangd
点掌财经,http://cclive2.aniu.tv/live/anzb.m3u8zguangd
广东文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8auth_key=1617289309-0-0-7b2730980c8860963374597c20ad3935zguangd
广东文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8auth_key=1612881417-0-0-bc7ddba066481bc805fc1e800654e721zguangd
生活HD,http://hls-ott-zhibo.wasu.tv/live/452/index.m3u8zguangd
广州法制,http://ye23.win/iptv/gztv.phpid=fazhizguangd
广州竞赛,http://ye23.win/iptv/gztv.phpid=jingsaizguangd
南国都市,http://ye23.win/iptv/gztv.phpid=shenghuozguangd
深圳娱乐频道,http://ye23.win/iptv/sztv.phpid=6zguangd
深圳移动电视,http://ye23.win/iptv/sztv.phpid=8zguangd
深圳公共频道,http://ye23.win/iptv/sztv.phpid=4zguangd
深圳都市频道,http://ye23.win/iptv/sztv.phpid=2zguangd
深圳电视剧频道,http://ye23.win/iptv/sztv.phpid=3zguangd
深圳财经生活,http://ye23.win/iptv/sztv.phpid=5zguangd
深圳东部,https://lglivepull.sznews.com/live/2646.m3u8zguangd
蛇口,http://218.17.99.211:82/hls/d4encs75.m3u8zguangd
蛇口,http://218.17.99.211:5080/hls/ttsw6ccn.m3u8zguangd
韶关综合,https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8zguangd
韶关公共,https://www.sgmsw.cn/videos/tv/201805/1308/9P424TC5M000AFO13CXK6GN6BOA889D2/hls/live.m3u8zguangd
清新综合,http://hls.wiseqx.com/live/qxzh.m3u8zguangd
平远综合,https://p2.weizan.cn/1033266991/615876688276112015/live.m3u8zguangd
阳江1,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_w1166501356_b928000.m3u8zguangd
丰顺综合,https://p2.weizan.cn/1033266991/776920781637802678/live.m3u8zguangd
电白综合,http://gddb.chinashadt.com:1935/live/video1.stream_360p/playlist.m3u8zguangd
电白视窗,http://gddb.chinashadt.com:1935/live/video2.stream_360p/playlist.m3u8zguangd
五华综合,http://p2.weizan.cn/2100036413/734648609627739039/live.m3u8zguangd
云浮综合,https://pili-live-hdl-ysx.tianma3600.com/gdyf/gdyfzh.m3u8zguangd
云浮公共,https://pili-live-hdl-ysx.tianma3600.com/gdyf/gdyfgg.m3u8zguangd
北京,#genre#
北京,http://39.135.32.24:6610/000000001000/1000000001000017156/1.m3u8xtkgzbeid
北京冬奥纪实,http://39.135.32.10:6610/000000001000/HD-8000k-1080P-beijingjishi/1.m3u8IASHttpSessionId=OTTzbeid
北京冬奥纪实,http://39.135.138.58:18890/PLTV/88888888/224/3221225676/index.m3u8zbeid
北京冬奥纪实,http://39.134.65.164/PLTV/88888888/224/3221225670/1.m3u8zbeid
北京冬奥纪实,http://39.135.138.60:18890/PLTV/88888888/224/3221225675/index.m3u8zbeid
北京新闻,http://live.funhillrm.com/5/sd/live.m3u8zbeid
北京青年,http://111.6.126.218/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s8/index.m3u8zbeid
北京生活,http://111.6.126.218/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s7/index.m3u8zbeid
北京科教,http://71pull.btvcloud.com/brtv2021channel/2021kjchannellive3.m3u8zbeid
北京财经,http://111.6.126.218/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s5/index.m3u8zbeid
北京影院,http://111.6.126.218/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s4/index.m3u8zbeid
北京通州,http://pull.dayuntongzhou.com/live/tztv.m3u8zbeid
房山无线频道,http://live.funhillrm.com/2/sd/live.m3u8zbeid
上海,#genre#
东方,http://39.135.32.10:6610/000000001000/HD-4000k-1080P-dongfangstv/1.m3u8IASHttpSessionId=OTTzshangd
东方影院,http://183.207.255.188/live/program/live/dsjpdhd/4000000/mnf.m3u8zshangd
新视觉体育,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8zshangd
魅力足球体育,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8zshangd
欢笑剧场,http://183.207.255.188/live/program/live/hxjchd/4000000/mnf.m3u8zshangd
都市剧场,http://183.207.255.188/live/program/live/dsjchd/4000000/mnf.m3u8zshangd
法治天地,http://183.207.255.188/live/program/live/fztd/1300000/mnf.m3u8zshangd
上海都市,http://183.207.255.188/live/program/live/ylpdhd/4000000/mnf.m3u8zshangd
上海教育,http://183.207.255.188/live/program/live/setv/1300000/mnf.m3u8zshangd
游戏风云,http://183.207.255.188/live/program/live/yxfyhd/4000000/mnf.m3u8zshangd
极速汽车体育,http://183.207.255.188/live/program/live/jsqchd/4000000/mnf.m3u8zshangd
极速汽车体育,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226574/1.m3u8zshangd
生活时尚,http://183.207.255.188/live/program/live/shsshd/4000000/mnf.m3u8zshangd
全纪实,http://183.207.255.188/live/program/live/qjshd/4000000/mnf.m3u8zshangd
幸福彩,http://183.207.255.188/live/program/live/xfchd/4000000/mnf.m3u8zshangd
幸福彩,http://117.148.179.163/PLTV/88888888/224/3221231730/index.m3u8zshangd
动漫秀场,http://183.207.255.188/live/program/live/dmxchd/4000000/mnf.m3u8zshangd
金色频道,http://183.207.255.188/live/program/live/jingsepd/1300000/mnf.m3u8zshangd
七彩戏剧,http://183.207.255.188/live/program/live/qcxj/1300000/mnf.m3u8zshangd
东方财经,http://183.207.255.188/live/program/live/dfcj/1300000/mnf.m3u8zshangd
纪实人文,http://183.207.255.188/live/program/live/jspdhd/4000000/mnf.m3u8zshangd
纪实人文,http://39.134.115.163:8080/PLTV/88888910/224/3221225655/index.m3u8zshangd
哈哈炫动,http://183.207.255.188/live/program/live/hhxdhd/4000000/mnf.m3u8zshangd
上视外语,http://183.207.255.188/live/program/live/wypdhd/4000000/mnf.m3u8zshangd
嘉定电视台,https://pili-live-hls.wdit.com.cn/wditlive/15472c98517744b994e85c9c60cc93cf6a3b.m3u8zshangd
天水公共,http://stream.tstv.cn/tstc938Yn3ggpd/playlist.m3u8shanghai
崇明电视台,https://pili-live-hls.wdit.com.cn/wditlive/c038f4fafbdf4f97ba74c74ad67259b931ee.m3u8zshangd
金山电视台,http://live.mudu.tv/watch/4zbn2f.m3u8zshangd
湖南,#genre#
湖南,http://39.135.32.24:6610/000000001000/1000000001000009115/1.m3u8xtkgzhund
金鹰纪实,http://39.135.32.24:6610/000000001000/1000000002000011724/1.m3u8xtkgzhund
金鹰纪实,http://39.135.32.6:6610/PLTV/77777777/224/3221225699/index.m3u8servicetype=1&IASHttpSessionId=OTTzhund
金鹰纪实,http://124.232.231.246:6610/000000001001/201600020008/index.m3u8A=&IASHttpSessionId=OTTzhund
金鹰纪实,http://39.135.32.10:6610/000000001000/SD-4000k-576P-jinyingjs/1.m3u8IASHttpSessionId=OTTzhund
金鹰纪实,http://39.135.138.58:18890/PLTV/88888888/224/3221226198/index.m3u8zhund
金鹰纪实,http://39.135.138.58:18890/ysten-businessmobile/live/SD-4000k-576P-jinyingjs/1.m3u8zhund
金鹰纪实,http://124.232.231.246:6610/000000001001/201600010008/index.m3u8A=&IASHttpSessionId=OTTzhund
湖南国际,http://124.232.231.246:6610/000000001001/201600010001/index.m3u8A=&IASHttpSessionId=OTTzhund
湖南国际,http://124.232.231.246:6610/000000001001/201600020001/index.m3u8A=&IASHttpSessionId=OTTzhund
湖南经视,http://124.232.231.246:6610/000000001001/201600020002/index.m3u8A=&IASHttpSessionId=OTTzhund
湖南电视剧,http://124.232.231.246:6610/000000001001/201600010006/index.m3u8A=&IASHttpSessionId=OTTzhund
湖南电视剧,http://124.232.231.246:6610/000000001001/201600020006/index.m3u8A=&IASHttpSessionId=OTTzhund
湖南娱乐,http://124.232.231.246:6610/000000001001/201600020004/index.m3u8A=&IASHttpSessionId=OTTzhund
湖南公共,http://124.232.231.246:6610/000000001001/201600010007/index.m3u8A=&IASHttpSessionId=OTTzhund
湖南公共,http://124.232.231.246:6610/000000001001/201600020007/index.m3u8A=&IASHttpSessionId=OTTzhund
湖南都市,http://124.232.231.246:6610/000000001001/201600010003/index.m3u8A=&IASHttpSessionId=OTTzhund
湖南都市,http://124.232.231.246:6610/000000001001/201600020003/index.m3u8A=&IASHttpSessionId=OTTzhund
湖南电影,http://124.232.231.246:6610/000000001001/201600020005/index.m3u8A=&IASHttpSessionId=OTTzhund
湖南电影,http://124.232.231.246:6610/000000001001/201600010005/index.m3u8A=&IASHttpSessionId=OTTzhund
湖南电影,rtmp://fms.yyrtv.com/livepkgr/hndy210130zhund
湖南电影,http://fms.yyrtv.com:82/hls-live/livepkgr/_definst_/liveevent/hndy210130.m3u8zhund
湖南教育,http://pull.hnedutv.com/live/hnedutv1206.m3u8zhund
湘潭新闻综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8zhund
湘潭公共频道,http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8zhund
娄底综合频道,http://119.39.242.52:1935/live/zonghe/playlist.m3u8zhund
娄底综合频道,http://mms.ldntv.cn:1935/live/_definst_/zonghe/playlist.m3u8zhund
益阳新闻综合,http://fms.yyrtv.com:82/hls-live/livepkgr/_definst_/liveevent/yyrtvxwhd210130.m3u8zhund
益阳教育频道,http://fms.yyrtv.com:82/hls-live/livepkgr/_definst_/liveevent/yyrtvjy210130.m3u8zhund
